1,"(0,0)",-45,-69,-59,-65,-67,-79,-71,-79,-77,-75,-67,-77,-75,-79,-57,-83,-77,-77,-75,-71,-71,-83,-77,-75,-87,-83,-87
0,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-81,-77,-79,-65,-77,-77,-79,-57,-83,-75,-77,-79,-73,-71,-83,-77,-75,-89,-83,-87
1,"(0,0)",-45,-69,-59,-65,-67,-79,-71,-79,-77,-75,-67,-77,-75,-79,-57,-83,-77,-77,-75,-71,-71,-83,-77,-75,-87,-83,-87
2,"(0,0)",-45,-71,-59,-65,-65,-79,-71,-79,-79,-73,-67,-77,-73,-79,-57,-83,-77,-81,-75,-73,-71,-85,-77,-75,-89,-83,-87
3,"(0,0)",-45,-69,-61,-65,-65,-81,-73,-79,-79,-73,-65,-77,-75,-79,-55,-83,-77,-81,-79,-75,-69,-83,-77,-75,-87,-83,-89
4,"(0,0)",-45,-69,-59,-65,-65,-79,-65,-79,-79,-73,-67,-75,-75,-79,-57,-83,-77,-79,-79,-75,-69,-83,-77,-75,-87,-83,-87
5,"(0,0)",-45,-69,-59,-65,-65,-79,-73,-79,-79,-73,-67,-75,-75,-81,-57,-83,-77,-81,-79,-75,-69,-83,-75,-75,-87,-83,-87
6,"(0,0)",-45,-69,-59,-63,-67,-79,-71,-81,-79,-79,-65,-77,-75,-77,-55,-83,-75,-81,-77,-75,-71,-83,-83,-75,-87,-83,-87
7,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-75,-79,-75,-67,-77,-75,-77,-57,-83,-75,-81,-77,-75,-71,-83,-83,-75,-87,-83,-87
8,"(0,0)",-45,-69,-59,-63,-67,-71,-71,-75,-79,-75,-67,-77,-75,-75,-57,-83,-77,-77,-75,-65,-67,-83,-83,-75,-87,-83,-87
9,"(0,0)",-43,-69,-59,-63,-65,-79,-71,-79,-79,-73,-67,-75,-75,-79,-57,-83,-77,-77,-73,-65,-69,-83,-75,-75,-85,-83,-89
10,"(0,0)",-45,-67,-59,-63,-65,-87,-73,-77,-79,-73,-67,-75,-75,-75,-57,-83,-77,-79,-73,-65,-69,-85,-75,-75,-81,-85,-89
11,"(0,0)",-45,-69,-59,-65,-65,-77,-71,-65,-79,-79,-67,-77,-77,-77,-57,-83,-73,-79,-81,-73,-69,-85,-77,-75,-81,-85,-89
12,"(0,0)",-45,-69,-61,-65,-65,-77,-71,-65,-79,-79,-65,-77,-75,-79,-57,-81,-73,-81,-81,-73,-71,-81,-77,-81,-81,-85,-89
13,"(0,0)",-45,-69,-59,-65,-67,-79,-71,-89,-79,-73,-67,-77,-77,-79,-59,-81,-73,-77,-71,-73,-69,-83,-77,-81,-81,-85,-89
14,"(0,0)",-43,-67,-59,-65,-67,-79,-73,-89,-79,-75,-67,-77,-75,-79,-57,-83,-75,-81,-81,-73,-71,-83,-75,-75,-87,-85,-89
15,"(0,0)",-45,-67,-59,-63,-67,-79,-71,-89,-79,-71,-67,-77,-81,-71,-57,-83,-75,-79,-79,-71,-69,-83,-75,-75,-87,-85,-89
16,"(0,0)",-45,-67,-59,-65,-65,-81,-73,-89,-79,-79,-67,-77,-81,-75,-57,-83,-75,-81,-77,-69,-69,-83,-75,-75,-87,-85,-89
17,"(0,0)",-41,-69,-59,-73,-65,-81,-69,-79,-77,-73,-65,-77,-77,-79,-57,-83,-71,-79,-73,-69,-69,-83,-77,-75,-87,-83,-89
18,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-79,-77,-77,-67,-77,-77,-77,-57,-83,-77,-77,-73,-71,-71,-85,-77,-75,-87,-83,-89
19,"(0,0)",-47,-69,-59,-63,-65,-79,-73,-81,-79,-75,-67,-75,-77,-77,-59,-83,-73,-79,-79,-71,-67,-85,-75,-75,-87,-83,-87
20,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-81,-79,-79,-67,-75,-77,-79,-59,-85,-73,-77,-79,-69,-67,-85,-75,-79,-87,-83,-87
21,"(0,0)",-45,-67,-59,-71,-65,-79,-71,-77,-79,-73,-67,-75,-77,-79,-57,-85,-73,-77,-71,-71,-71,-85,-75,-79,-87,-85,-87
22,"(0,0)",-43,-71,-59,-65,-67,-79,-73,-77,-77,-79,-67,-75,-75,-77,-57,-85,-77,-81,-73,-73,-71,-85,-75,-79,-85,-85,-87
23,"(0,0)",-41,-71,-59,-65,-67,-75,-71,-81,-77,-77,-65,-77,-83,-77,-55,-85,-73,-83,-79,-69,-69,-71,-77,-81,-85,-85,-87
24,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-75,-77,-73,-65,-77,-83,-75,-57,-85,-77,-81,-81,-71,-71,-71,-77,-81,-85,-83,-87
25,"(0,0)",-45,-71,-57,-63,-67,-77,-73,-75,-77,-73,-65,-77,-75,-75,-57,-83,-77,-81,-71,-69,-71,-83,-75,-75,-85,-85,-87
26,"(0,0)",-39,-69,-57,-63,-65,-79,-71,-75,-77,-77,-69,-77,-73,-79,-57,-83,-77,-81,-79,-69,-71,-85,-77,-81,-85,-85,-87
27,"(0,0)",-45,-69,-59,-63,-65,-79,-73,-79,-77,-77,-69,-75,-75,-79,-55,-83,-75,-79,-75,-69,-71,-85,-77,-81,-85,-83,-87
28,"(0,0)",-47,-69,-59,-63,-65,-79,-73,-79,-77,-75,-67,-75,-75,-79,-57,-83,-73,-83,-75,-69,-67,-83,-75,-81,-85,-85,-87
29,"(0,0)",-45,-67,-59,-65,-63,-81,-73,-77,-77,-73,-67,-75,-75,-79,-57,-83,-73,-81,-77,-71,-69,-87,-75,-81,-85,-87,-89
30,"(0,0)",-43,-69,-59,-65,-73,-79,-71,-73,-77,-85,-67,-77,-75,-77,-55,-81,-71,-83,-77,-65,-69,-87,-75,-81,-85,-87,-89
31,"(0,0)",-45,-69,-61,-63,-67,-79,-71,-73,-77,-73,-67,-75,-75,-77,-57,-85,-75,-73,-79,-71,-67,-83,-77,-81,-85,-87,-89
32,"(0,0)",-41,-71,-59,-63,-63,-73,-73,-75,-77,-79,-67,-75,-75,-79,-59,-85,-75,-79,-79,-67,-69,-83,-75,-81,-85,-83,-89
33,"(0,0)",-45,-69,-59,-63,-65,-79,-71,-81,-77,-73,-65,-77,-75,-79,-55,-85,-75,-81,-79,-67,-71,-83,-77,-81,-83,-89,-85
34,"(0,0)",-65,-67,-59,-63,-67,-71,-71,-83,-77,-73,-67,-77,-75,-79,-57,-85,-75,-77,-73,-75,-71,-85,-77,-77,-85,-89,-85
35,"(0,0)",-43,-71,-83,-63,-67,-81,-73,-83,-77,-73,-67,-75,-75,-79,-57,-85,-73,-81,-79,-67,-71,-87,-77,-75,-83,-89,-85
36,"(0,0)",-45,-71,-83,-63,-67,-79,-71,-75,-77,-79,-65,-77,-77,-75,-57,-83,-73,-79,-79,-71,-71,-83,-75,-75,-79,-89,-89
37,"(0,0)",-41,-69,-59,-63,-65,-77,-73,-75,-77,-77,-67,-77,-77,-75,-59,-83,-75,-79,-81,-73,-71,-83,-77,-81,-85,-89,-89
38,"(0,0)",-45,-69,-61,-63,-65,-81,-73,-75,-77,-77,-65,-75,-75,-79,-57,-83,-75,-81,-81,-75,-69,-83,-77,-75,-85,-89,-89
39,"(0,0)",-45,-69,-59,-63,-65,-81,-71,-75,-77,-77,-65,-77,-75,-79,-57,-83,-75,-77,-79,-75,-71,-85,-77,-81,-85,-89,-89
40,"(0,0)",-45,-67,-59,-63,-65,-81,-73,-75,-77,-77,-65,-75,-73,-77,-57,-85,-83,-81,-75,-69,-69,-85,-75,-75,-85,-89,-89
41,"(0,0)",-45,-69,-59,-63,-63,-75,-71,-75,-77,-77,-67,-75,-75,-79,-57,-85,-73,-77,-81,-71,-71,-81,-75,-75,-85,-85,-89
42,"(0,0)",-39,-69,-59,-63,-67,-75,-73,-79,-77,-77,-65,-75,-75,-73,-55,-85,-75,-81,-81,-71,-71,-81,-75,-81,-85,-89,-89
43,"(0,0)",-45,-69,-57,-63,-65,-81,-71,-79,-77,-79,-69,-75,-77,-77,-57,-83,-75,-79,-81,-69,-71,-85,-77,-81,-85,-89,-83
44,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-79,-77,-73,-67,-75,-75,-77,-57,-83,-77,-81,-77,-69,-77,-83,-75,-81,-85,-89,-83
45,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-79,-79,-79,-67,-75,-75,-77,-57,-85,-75,-79,-79,-67,-69,-83,-75,-81,-85,-89,-83
46,"(0,0)",-45,-69,-59,-63,-65,-81,-73,-79,-79,-77,-65,-77,-75,-79,-59,-85,-75,-79,-81,-67,-69,-83,-77,-75,-85,-87,-87
47,"(0,0)",-41,-69,-59,-61,-65,-81,-73,-75,-77,-75,-65,-77,-75,-79,-57,-83,-77,-81,-79,-67,-71,-85,-77,-75,-85,-87,-87
48,"(0,0)",-45,-71,-59,-63,-67,-79,-71,-75,-77,-77,-65,-75,-77,-77,-57,-83,-77,-79,-75,-67,-69,-83,-75,-75,-85,-87,-87
